layer,expert,loss_fn,beta_global,num_score_tokens,gradient_signed,gradient_abs,gradient_at_global_zero,ratio_to_global_zero_pct,ratio_valid,first_order_signed,first_order_abs
0,81,l2,0.0,4096,-9.789581554286997e-07,9.789581554286997e-07,-9.789581554286997e-07,100.0,True,0.0,0.0
0,82,l2,0.0,4096,-1.5564235127385473e-06,1.5564235127385473e-06,-1.5564235127385473e-06,100.0,True,0.0,0.0
0,83,l2,0.0,4096,-6.340257812098571e-07,6.340257812098571e-07,-6.340257812098571e-07,100.0,True,0.0,0.0
0,84,l2,0.0,4096,-1.8749803984974278e-06,1.8749803984974278e-06,-1.8749803984974278e-06,100.0,True,0.0,0.0
0,85,l2,0.0,4096,-5.712337269869749e-07,5.712337269869749e-07,-5.712337269869749e-07,100.0,True,0.0,0.0
0,86,l2,0.0,4096,-3.7446477563207736e-07,3.7446477563207736e-07,-3.7446477563207736e-07,100.0,True,0.0,0.0
0,87,l2,0.0,4096,-7.747749179998209e-07,7.747749179998209e-07,-7.747749179998209e-07,100.0,True,0.0,0.0
0,88,l2,0.0,4096,-2.0752347751340494e-07,2.0752347751340494e-07,-2.0752347751340494e-07,100.0,True,0.0,0.0
0,89,l2,0.0,4096,-3.5741437898195727e-07,3.5741437898195727e-07,-3.5741437898195727e-07,100.0,True,0.0,0.0
0,90,l2,0.0,4096,-1.3531430198554517e-07,1.3531430198554517e-07,-1.3531430198554517e-07,100.0,True,0.0,0.0
0,91,l2,0.0,4096,-8.568004545850272e-07,8.568004545850272e-07,-8.568004545850272e-07,100.0,True,0.0,0.0
0,92,l2,0.0,4096,-2.0185379412396287e-07,2.0185379412396287e-07,-2.0185379412396287e-07,100.0,True,0.0,0.0
0,93,l2,0.0,4096,-6.248086776849959e-07,6.248086776849959e-07,-6.248086776849959e-07,100.0,True,0.0,0.0
0,94,l2,0.0,4096,-1.8900614406902605e-07,1.8900614406902605e-07,-1.8900614406902605e-07,100.0,True,0.0,0.0
0,95,l2,0.0,4096,-3.501523053728306e-07,3.501523053728306e-07,-3.501523053728306e-07,100.0,True,0.0,0.0
0,96,l2,0.0,4096,-3.1530808541901933e-07,3.1530808541901933e-07,-3.1530808541901933e-07,100.0,True,0.0,0.0
0,97,l2,0.0,4096,-4.3235675661890127e-07,4.3235675661890127e-07,-4.3235675661890127e-07,100.0,True,0.0,0.0
0,98,l2,0.0,4096,-1.5278482692338002e-06,1.5278482692338002e-06,-1.5278482692338002e-06,100.0,True,0.0,0.0
0,99,l2,0.0,4096,-3.681633842234078e-07,3.681633842234078e-07,-3.681633842234078e-07,100.0,True,0.0,0.0
0,100,l2,0.0,4096,-6.316583949228516e-07,6.316583949228516e-07,-6.316583949228516e-07,100.0,True,0.0,0.0
0,101,l2,0.0,4096,-4.084772911028267e-07,4.084772911028267e-07,-4.084772911028267e-07,100.0,True,0.0,0.0
0,102,l2,0.0,4096,-1.7930836406776507e-06,1.7930836406776507e-06,-1.7930836406776507e-06,100.0,True,0.0,0.0
0,103,l2,0.0,4096,-3.399413799343165e-07,3.399413799343165e-07,-3.399413799343165e-07,100.0,True,0.0,0.0
0,104,l2,0.0,4096,-1.98109989923978e-06,1.98109989923978e-06,-1.98109989923978e-06,100.0,True,0.0,0.0
0,105,l2,0.0,4096,-3.4323267072977615e-07,3.4323267072977615e-07,-3.4323267072977615e-07,100.0,True,0.0,0.0
0,106,l2,0.0,4096,-3.895544637089188e-06,3.895544637089188e-06,-3.895544637089188e-06,100.0,True,0.0,0.0
0,107,l2,0.0,4096,-9.013651833811309e-07,9.013651833811309e-07,-9.013651833811309e-07,100.0,True,0.0,0.0
